HotelName,City,District,Price,Type,Facilities
Lumbini Heritage Hotel,Jajarkot,Jajarkot,1510,Boutique Hotel,"WiFi, Hot Water, Room ServiceFamily Rooms"
Sanchez-Woods Hotel,Sankhuwasabha,Sankhuwasabha,8910,Guest House,"Tea/Coffee Maker, Laundry Service, Swimming Pool"
Peaceful Valley Resort,Sindhuli,Sindhuli,1656,Homestay,"Tea/Coffee Maker, Security, Conference Room"
Williams LLC Hotel,Kalikot,Kalikot,2105,Hotel,"Security, Garden, Hot Water"
Carpenter PLC Hotel,Saptari,Saptari,7996,Resort,"Tea/Coffee Maker, Swimming Pool, Room ServiceFamily Rooms"
Pokhara Peace Lodge,Myagdi,Myagdi,9561,Villa,"Resturant, Conference Room, Garden"
Pokhara Peace Lodge,Lalitpur,Lalitpur,3192,Lodge,"Swimming Pool, Air Conditioning, Hot Water"
Allen Group Hotel,Chitwan,Chitwan,5618,Eco-lodge,"Swimming Pool, Bar, Air Conditioning"
Himalayan Retreat,Doti,Doti,6793,Lodge,"Room ServiceFamily Rooms, WiFi, Hot Water"
Eco Himalaya Lodge,Mustang,Mustang,3769,Eco-lodge,"Resturant, Hot Water, Breakfast"
"Collins, Walker and Rivera Hotel",Mugu,Mugu,2076,Serviced Apartment,"Room ServiceFamily Rooms, Swimming Pool, Air Conditioning"
Scott-Bell Hotel,Sunsari,Sunsari,6312,Resort,"WiFi, Garden, Conference Room"
Peaceful Valley Resort,Bara,Bara,3872,Bed and Breakfast,"Laundry Service, Bar, Breakfast"
Hoover and Sons Hotel,Nawalpur,Nawalpur,7185,Motel,"Room ServiceFamily Rooms, Security, Air Conditioning"
Williams Inc Hotel,Okhaldhunga,Okhaldhunga,7065,Eco-lodge,"Television, Conference Room, Tea/Coffee Maker"
Hotel Janaki Palace,Palpa,Palpa,9317,Mountain Lodge,"Resturant, Conference Room, Television"
Mountain Sunrise Resort,Bara,Bara,6663,Villa,"Room ServiceFamily Rooms, Hot Water, Security"
"Wright, Santos and Wyatt Hotel",Sunsari,Sunsari,6329,Cabin,"Swimming Pool, Air Conditioning, Laundry Service"
Hawkins-Carson Hotel,Sankhuwasabha,Sankhuwasabha,3187,Mountain Lodge,"Hot Water, Conference Room, Parking"
"Olson, Brown and Booker Hotel",Dailekh,Dailekh,5268,Hostel,"Air Conditioning, Tea/Coffee Maker, Parking"
Hotel Gorkha,Sankhuwasabha,Sankhuwasabha,4285,Lodge,"Breakfast, Air Conditioning, Resturant"
Hotel Gorkha,Udayapur,Udayapur,9682,Resort,"Resturant, Bar, Security"
Namaste Homestay,Dolpa,Dolpa,8942,Hostel,"WiFi, Room ServiceFamily Rooms, Hot Water"
Kathmandu Garden Inn,Wardha,Wardha,6025,Villa,"Television, Garden, Hot Water"
"Myers, Montgomery and Mcneil Hotel",Chitwan,Chitwan,6747,Lodge,"Swimming Pool, Parking, Television"
Nepal Comfort Stay,Khotang,Khotang,5392,Hotel,"Hot Water, Garden, Security"
Potts Group Hotel,Saptari,Saptari,6451,Hotel,"Laundry Service, Hot Water, Resturant"
Pokhara Peace Lodge,Chitwan,Chitwan,7633,Hostel,"Air Conditioning, Garden, Hot Water"
Mountain Sunrise Resort,Udayapur,Udayapur,2413,Lodge,"Bar, Conference Room, Swimming Pool"
Mason-Mercado Hotel,Terhathum,Terhathum,2175,Serviced Apartment,"Tea/Coffee Maker, Air Conditioning, Hot Water"
Rosales PLC Hotel,Surkhet,Surkhet,6867,Guest House,"Conference Room, Laundry Service, Garden"
Peaceful Valley Resort,Okhaldhunga,Okhaldhunga,3767,Hotel,"Television, WiFi, Garden"
"Brown, Flores and Thompson Hotel",Kanchanpur,Kanchanpur,7321,Bed and Breakfast,"Hot Water, Conference Room, Breakfast"
"Larson, White and Ramirez Hotel",Myagdi,Myagdi,5945,Resort,"Security, Bar, Tea/Coffee Maker"
Norton Inc Hotel,Pyuthan,Pyuthan,5598,Cabin,"Conference Room, Security, Television"
Colon LLC Hotel,Kapilvastu,Kapilvastu,4201,Hotel,"Conference Room, Garden, Tea/Coffee Maker"
Hotel Janaki Palace,Sankhuwasabha,Sankhuwasabha,4009,Guest House,"Television, Conference Room, WiFi"
Stewart Ltd Hotel,Darchula,Darchula,4395,Resort,"Hot Water, WiFi, Breakfast"
Pokhara Peace Lodge,Bardiya,Bardiya,5230,Cabin,"Television, Security, Parking"
The Yak Lodge,Manang,Manang,7926,Homestay,"Garden, Swimming Pool, Tea/Coffee Maker"
Weiss-Martin Hotel,Bardiya,Bardiya,8144,Resort,"Television, Breakfast, Resturant"
Hanna Group Hotel,Jhapa,Jhapa,6935,Lodge,"Conference Room, Television, Parking"
Pokhara Peace Lodge,Bardiya,Bardiya,2269,Motel,"Bar, Resturant, Swimming Pool"
Nepal Comfort Stay,Nawalpur,Nawalpur,3178,Villa,"Security, Television, Breakfast"
"Taylor, Miller and Lucas Hotel",Darchula,Darchula,5671,Villa,"Resturant, Hot Water, Room ServiceFamily Rooms"
Lloyd-Warren Hotel,Jhapa,Jhapa,6337,Cabin,"Television, Tea/Coffee Maker, Resturant"
Hotel Everest View,Okhaldhunga,Okhaldhunga,2839,Guest House,"Tea/Coffee Maker, Breakfast, Security"
Hotel Janaki Palace,Banke,Banke,6610,Boutique Hotel,"Bar, Resturant, WiFi"
"Garcia, Bradshaw and Faulkner Hotel",Okhaldhunga,Okhaldhunga,8061,Mountain Lodge,"Resturant, Garden, Swimming Pool"
Mercer Ltd Hotel,Manang,Manang,9179,Villa,"Bar, Hot Water, Resturant"
The Yak Lodge,Dailekh,Dailekh,5659,Boutique Hotel,"Security, Breakfast, Parking"
Hotel Everest View,Tanahun,Tanahun,5993,Cabin,"Hot Water, Swimming Pool, Tea/Coffee Maker"
Hotel Buddha,Kailali,Kailali,5920,Eco-lodge,"Air Conditioning, Conference Room, Hot Water"
Stupa View Inn,Taplejung,Taplejung,5981,Homestay,"Television, Room ServiceFamily Rooms, Conference Room"
Garcia Ltd Hotel,Darchula,Darchula,8546,Mountain Lodge,"Laundry Service, Conference Room, Breakfast"
Kathmandu Garden Inn,Rukum East,Rukum East,1000,Hotel,"Resturant, Television, Security"
Lutz-Diaz Hotel,Bardiya,Bardiya,5585,Cabin,"Laundry Service, Hot Water, Conference Room"
"Eaton, Merritt and Garcia Hotel",Walung,Walung,9963,Villa,"Swimming Pool, Resturant, Bar"
The Yak Lodge,Mugu,Mugu,1007,Homestay,"Resturant, WiFi, Room ServiceFamily Rooms"
"Ortiz, Simmons and Maxwell Hotel",Jhapa,Jhapa,8301,Boutique Hotel,"Swimming Pool, Tea/Coffee Maker, Parking"
Lumbini Heritage Hotel,Walung,Walung,3396,Resort,"Room ServiceFamily Rooms, WiFi, Laundry Service"
Briggs-Deleon Hotel,Dhankuta,Dhankuta,9087,Guest House,"Tea/Coffee Maker, Television, WiFi"
"Boyd, Matthews and Boyer Hotel",Bardiya,Bardiya,5941,Hostel,"Bar, WiFi, Security"
Hotel Buddha,Walung,Walung,5590,Boutique Hotel,"Television, Air Conditioning, Conference Room"
Edwards Inc Hotel,Dadeldhura,Dadeldhura,3999,Hotel,"Breakfast, Hot Water, Parking"
"Hawkins, Cole and Downs Hotel",Rasuwa,Rasuwa,9442,Mountain Lodge,"Resturant, Swimming Pool, Hot Water"
"Harmon, Warner and Benitez Hotel",Dolakha,Dolakha,3061,Mountain Lodge,"Resturant, Bar, Swimming Pool"
Alvarez PLC Hotel,Tanahun,Tanahun,4979,Cabin,"WiFi, Air Conditioning, Swimming Pool"
Eco Himalaya Lodge,Rukum West,Rukum West,9856,Motel,"Conference Room, Resturant, Laundry Service"
Everest Base Camp Lodge,Doti,Doti,4163,Motel,"Bar, Room ServiceFamily Rooms, Swimming Pool"
Porter-Blevins Hotel,Jajarkot,Jajarkot,9100,Guest House,"Laundry Service, Resturant, Swimming Pool"
Kent and Sons Hotel,Panchthar,Panchthar,2062,Eco-lodge,"Resturant, Conference Room, Breakfast"
Pokhara Peace Lodge,Siraha,Siraha,2370,Hostel,"Breakfast, Swimming Pool, Garden"
Wood-Taylor Hotel,Surkhet,Surkhet,1625,Lodge,"Garden, Breakfast, Hot Water"
Hotel Everest View,Pyuthan,Pyuthan,3894,Lodge,"Tea/Coffee Maker, Security, Parking"
Hoffman and Sons Hotel,Mahottari,Mahottari,7055,Boutique Hotel,"Breakfast, Bar, Swimming Pool"
"Gonzalez, Wyatt and Valencia Hotel",Parsa,Parsa,9913,Resort,"WiFi, Garden, Swimming Pool"
White-Booker Hotel,Taplejung,Taplejung,6285,Homestay,"Air Conditioning, Security, Bar"
Himalayan Retreat,Udayapur,Udayapur,7008,Serviced Apartment,"Security, Resturant, Laundry Service"
Doyle-Harmon Hotel,Kailali,Kailali,7698,Motel,"Conference Room, Parking, Tea/Coffee Maker"
Lumbini Heritage Hotel,Walung,Walung,5918,Hotel,"Hot Water, Room ServiceFamily Rooms, Swimming Pool"
Hotel Gorkha,Morang,Morang,8321,Lodge,"Hot Water, Garden, Tea/Coffee Maker"
Namaste Homestay,Sankhuwasabha,Sankhuwasabha,8896,Cabin,"Air Conditioning, Parking, Room ServiceFamily Rooms"
Hotel Buddha,Achham,Achham,5464,Resort,"Laundry Service, Parking, Room ServiceFamily Rooms"
Herrera and Sons Hotel,Walung,Walung,4386,Villa,"Garden, Parking, Swimming Pool"
Mcintyre-Allen Hotel,Tanahun,Tanahun,2916,Serviced Apartment,"Room ServiceFamily Rooms, Garden, Air Conditioning"
Goodwin-Sexton Hotel,Terhathum,Terhathum,6554,Mountain Lodge,"Breakfast, Parking, Hot Water"
Hotel Gorkha,Rukum West,Rukum West,1154,Hotel,"Parking, Resturant, Garden"
Hotel Janaki Palace,Manang,Manang,5651,Villa,"Bar, Conference Room, Tea/Coffee Maker"
York-Richardson Hotel,Humla,Humla,4012,Lodge,"Laundry Service, Tea/Coffee Maker, Hot Water"
Webster-Woodard Hotel,Bhaktapur,Bhaktapur,4861,Homestay,"Garden, Parking, Security"
"Perez, Boyd and Medina Hotel",Dhankuta,Dhankuta,6451,Motel,"Bar, Room ServiceFamily Rooms, Laundry Service"
Hotel Buddha,Chitwan,Chitwan,4531,Mountain Lodge,"Bar, Resturant, Security"
Lewis-Green Hotel,Dolpa,Dolpa,6663,Motel,"Bar, Conference Room, WiFi"
Mountain Sunrise Resort,Dolakha,Dolakha,7764,Hostel,"Bar, Swimming Pool, Tea/Coffee Maker"
Barnett LLC Hotel,Doti,Doti,6499,Resort,"Swimming Pool, Television, Breakfast"
Brown-Lee Hotel,Banke,Banke,1590,Guest House,"WiFi, Security, Garden"
Palmer-Banks Hotel,Palpa,Palpa,6793,Boutique Hotel,"Security, Swimming Pool, WiFi"
"Pope, Oconnor and Roth Hotel",Nawalpur,Nawalpur,6450,Homestay,"Garden, WiFi, Laundry Service"
Shah Group Hotel,Walung,Walung,6722,Lodge,"Resturant, Bar, Garden"
Stupa View Inn,Dhankuta,Dhankuta,9561,Hostel,"Resturant, Security, Hot Water"
Kathmandu Garden Inn,Kapilvastu,Kapilvastu,4774,Guest House,"Resturant, Laundry Service, Air Conditioning"
Everest Base Camp Lodge,Darchula,Darchula,1867,Hostel,"Breakfast, Swimming Pool, Conference Room"
Molina-Allen Hotel,Khotang,Khotang,7103,Villa,"Tea/Coffee Maker, Breakfast, WiFi"
Pokhara Peace Lodge,Dhanusha,Dhanusha,9475,Eco-lodge,"Security, WiFi, Hot Water"
Cortez LLC Hotel,Darchula,Darchula,9130,Villa,"Television, Resturant, Conference Room"
Reid and Sons Hotel,Morang,Morang,5579,Cabin,"WiFi, Garden, Parking"
Curtis-Wise Hotel,Arghakhanchi,Arghakhanchi,1838,Guest House,"Hot Water, Parking, Air Conditioning"
"Alvarez, Smith and Allen Hotel",Palpa,Palpa,9628,Lodge,"Hot Water, Swimming Pool, Room ServiceFamily Rooms"
Annapurna Guest House,Rautahat,Rautahat,9671,Mountain Lodge,"Parking, Security, Hot Water"
"Alvarez, Morrison and Cunningham Hotel",Okhaldhunga,Okhaldhunga,7287,Motel,"Breakfast, Television, Bar"
Kathmandu Garden Inn,Kaski,Kaski,9910,Hostel,"Resturant, Parking, Television"
"Porter, Smith and Mccoy Hotel",Dhankuta,Dhankuta,7326,Serviced Apartment,"Laundry Service, Tea/Coffee Maker, Parking"
"Green, Brown and Brown Hotel",Terhathum,Terhathum,1885,Serviced Apartment,"Tea/Coffee Maker, Room ServiceFamily Rooms, Security"
"Brown, Bonilla and Mcgee Hotel",Chitwan,Chitwan,5307,Guest House,"Air Conditioning, Security, Garden"
The Yak Lodge,Dhading,Dhading,2555,Motel,"Breakfast, Laundry Service, Air Conditioning"
Kathmandu Garden Inn,Walung,Walung,3648,Boutique Hotel,"Tea/Coffee Maker, Television, Bar"
Nepal Comfort Stay,Kailali,Kailali,6128,Mountain Lodge,"Swimming Pool, Tea/Coffee Maker, Laundry Service"
Hotel Janaki Palace,Dhanusha,Dhanusha,8442,Resort,"Resturant, Breakfast, Hot Water"
Cruz and Sons Hotel,Rukum East,Rukum East,6504,Lodge,"Hot Water, Breakfast, WiFi"
Hotel Gorkha,Sunsari,Sunsari,2088,Serviced Apartment,"Parking, Bar, Air Conditioning"
Hotel Buddha,Rukum East,Rukum East,4521,Motel,"Hot Water, Security, Resturant"
"Figueroa, Salazar and Johnson Hotel",Bardiya,Bardiya,5107,Hostel,"Bar, Air Conditioning, Security"
"Maxwell, Guzman and Patterson Hotel",Kavrepalanchok,Kavrepalanchok,7961,Serviced Apartment,"Room ServiceFamily Rooms, Swimming Pool, Security"
"Love, Camacho and Mack Hotel",Dadeldhura,Dadeldhura,6005,Serviced Apartment,"Garden, Parking, Air Conditioning"
The Yak Lodge,Walung,Walung,9872,Hostel,"Television, Conference Room, Security"
"Lawrence, Riley and Garcia Hotel",Pyuthan,Pyuthan,5417,Cabin,"Television, Security, Swimming Pool"
Lumbini Heritage Hotel,Taplejung,Taplejung,4960,Lodge,"Security, Swimming Pool, Breakfast"
Hamilton-Collins Hotel,Walung,Walung,9019,Resort,"WiFi, Air Conditioning, Bar"
"Johnson, Miranda and Edwards Hotel",Terhathum,Terhathum,6573,Mountain Lodge,"Security, Parking, Breakfast"
Mountain Sunrise Resort,Mugu,Mugu,6278,Serviced Apartment,"Parking, Air Conditioning, Security"
Hotel Buddha,Salyan,Salyan,3859,Homestay,"Resturant, Room ServiceFamily Rooms, Breakfast"
Smith Ltd Hotel,Surkhet,Surkhet,3698,Boutique Hotel,"Garden, Room ServiceFamily Rooms, Breakfast"
Armstrong-Kirby Hotel,Kapilvastu,Kapilvastu,6397,Resort,"Tea/Coffee Maker, Conference Room, Resturant"
"May, Baker and Fields Hotel",Bara,Bara,8479,Homestay,"Room ServiceFamily Rooms, Air Conditioning, Swimming Pool"
Eco Himalaya Lodge,Sankhuwasabha,Sankhuwasabha,4608,Motel,"Parking, Laundry Service, Garden"
"Mcintyre, Montgomery and Patterson Hotel",Gorkha,Gorkha,2245,Resort,"Bar, Hot Water, Swimming Pool"
Everest Base Camp Lodge,Parsa,Parsa,2522,Lodge,"Room ServiceFamily Rooms, Conference Room, Television"
Stupa View Inn,Rolpa,Rolpa,8053,Serviced Apartment,"Room ServiceFamily Rooms, Security, Tea/Coffee Maker"
Kathmandu Garden Inn,Kalikot,Kalikot,9948,Motel,"Hot Water, Swimming Pool, Laundry Service"
Stupa View Inn,Wardha,Wardha,6247,Mountain Lodge,"Television, Conference Room, Tea/Coffee Maker"
Eco Himalaya Lodge,Sunsari,Sunsari,4874,Bed and Breakfast,"WiFi, Resturant, Air Conditioning"
Barker Group Hotel,Achham,Achham,1274,Hotel,"Breakfast, Swimming Pool, Conference Room"
Annapurna Guest House,Kanchanpur,Kanchanpur,2886,Resort,"Laundry Service, Hot Water, Parking"
Stupa View Inn,Salyan,Salyan,5834,Villa,"Room ServiceFamily Rooms, Hot Water, Breakfast"
Namaste Homestay,Kalikot,Kalikot,3956,Guest House,"Hot Water, Room ServiceFamily Rooms, WiFi"
Peaceful Valley Resort,Nawalpur,Nawalpur,7833,Cabin,"Tea/Coffee Maker, Security, Room ServiceFamily Rooms"
Himalayan Retreat,Mahottari,Mahottari,8823,Hotel,"Breakfast, WiFi, Resturant"
"Pope, Jordan and Ward Hotel",Kapilvastu,Kapilvastu,1791,Cabin,"Laundry Service, Garden, Breakfast"
Hotel Janaki Palace,Rolpa,Rolpa,3146,Cabin,"Resturant, Tea/Coffee Maker, Parking"
Mountain Sunrise Resort,Sindhuli,Sindhuli,8346,Hostel,"Tea/Coffee Maker, Bar, WiFi"
Johnson-Rodriguez Hotel,Lamjung,Lamjung,8152,Hotel,"Laundry Service, Television, Room ServiceFamily Rooms"
Rodriguez PLC Hotel,Bara,Bara,6559,Hotel,"Tea/Coffee Maker, Hot Water, Resturant"
Kathmandu Garden Inn,Rukum West,Rukum West,1026,Serviced Apartment,"Laundry Service, Bar, WiFi"
Wade-Owens Hotel,Kanchanpur,Kanchanpur,9883,Mountain Lodge,"Conference Room, Room ServiceFamily Rooms, Bar"
Stupa View Inn,Bhojpur,Bhojpur,4863,Motel,"Security, Hot Water, Laundry Service"
Annapurna Guest House,Rupandehi,Rupandehi,8276,Lodge,"Breakfast, Resturant, Hot Water"
"Fuller, Garcia and Garner Hotel",Mugu,Mugu,5716,Villa,"Tea/Coffee Maker, Security, Swimming Pool"
Mitchell PLC Hotel,Gorkha,Gorkha,4216,Cabin,"Resturant, Conference Room, Television"
Hotel Buddha,Rukum West,Rukum West,9308,Homestay,"Resturant, Garden, Breakfast"
Alvarez PLC Hotel,Humla,Humla,7779,Resort,"Security, Air Conditioning, Parking"
Harvey PLC Hotel,Rukum East,Rukum East,3202,Homestay,"Garden, Air Conditioning, WiFi"
Pokhara Peace Lodge,Jumla,Jumla,7844,Hotel,"Parking, Hot Water, Swimming Pool"
Annapurna Guest House,Khotang,Khotang,7175,Cabin,"Air Conditioning, Tea/Coffee Maker, Bar"
"Reese, Anderson and Small Hotel",Kalikot,Kalikot,7567,Eco-lodge,"Hot Water, Bar, WiFi"
Berry Ltd Hotel,Gorkha,Gorkha,6549,Boutique Hotel,"Tea/Coffee Maker, Resturant, Television"
Eco Himalaya Lodge,Dhankuta,Dhankuta,9428,Eco-lodge,"Room ServiceFamily Rooms, Conference Room, Bar"
Weeks-Ferguson Hotel,Kailali,Kailali,9562,Homestay,"Security, Tea/Coffee Maker, Swimming Pool"
White-Richardson Hotel,Tanahun,Tanahun,4988,Resort,"Security, Air Conditioning, Conference Room"
Peaceful Valley Resort,Gorkha,Gorkha,3622,Bed and Breakfast,"Resturant, WiFi, Television"
Johnson Ltd Hotel,Ilam,Ilam,5908,Cabin,"Swimming Pool, Parking, Bar"
Vincent LLC Hotel,Kalikot,Kalikot,8052,Hostel,"Resturant, Garden, Swimming Pool"
Kathmandu Garden Inn,Kavrepalanchok,Kavrepalanchok,9335,Resort,"Breakfast, Conference Room, Resturant"
Harrell-Farmer Hotel,Kapilvastu,Kapilvastu,4425,Guest House,"Garden, Laundry Service, Security"
"Richard, Wilson and Gonzales Hotel",Dolpa,Dolpa,1705,Guest House,"Conference Room, Swimming Pool, Resturant"
Pokhara Peace Lodge,Terhathum,Terhathum,7159,Serviced Apartment,"Bar, Breakfast, Parking"
Hatfield-Mendez Hotel,Bhojpur,Bhojpur,9894,Bed and Breakfast,"Conference Room, Swimming Pool, Garden"
Peaceful Valley Resort,Mugu,Mugu,4188,Eco-lodge,"WiFi, Air Conditioning, Laundry Service"
Nepal Comfort Stay,Siraha,Siraha,5657,Guest House,"Swimming Pool, Air Conditioning, Room ServiceFamily Rooms"
"Scott, Franklin and Ross Hotel",Mahottari,Mahottari,2425,Homestay,"Television, Laundry Service, Resturant"
Hotel Janaki Palace,Ramechhap,Ramechhap,9443,Villa,"Tea/Coffee Maker, Laundry Service, Bar"
"Hernandez, Kidd and Peterson Hotel",Rukum West,Rukum West,7624,Lodge,"Breakfast, Security, Conference Room"
Peterson-Diaz Hotel,Jajarkot,Jajarkot,5575,Motel,"Security, Room ServiceFamily Rooms, Parking"
Horton-Valencia Hotel,Nawalpur,Nawalpur,9671,Homestay,"Hot Water, Laundry Service, Air Conditioning"
Pokhara Peace Lodge,Bara,Bara,6291,Lodge,"Resturant, Laundry Service, Hot Water"
Cohen PLC Hotel,Walung,Walung,9970,Eco-lodge,"Air Conditioning, Laundry Service, Swimming Pool"
Hotel Janaki Palace,Bhojpur,Bhojpur,1496,Guest House,"Hot Water, Breakfast, Security"
Nepal Comfort Stay,Gorkha,Gorkha,5673,Villa,"WiFi, Hot Water, Security"
Nepal Comfort Stay,Bara,Bara,7336,Resort,"Bar, Breakfast, Air Conditioning"
Peaceful Valley Resort,Mugu,Mugu,2126,Resort,"Resturant, Hot Water, Garden"
Collins-Martinez Hotel,Dang,Dang,4741,Motel,"Laundry Service, Room ServiceFamily Rooms, Hot Water"
Miranda-Smith Hotel,Humla,Humla,8851,Hostel,"Tea/Coffee Maker, Hot Water, Laundry Service"
Thomas and Sons Hotel,Jhapa,Jhapa,5800,Resort,"Bar, Parking, Laundry Service"
Hotel Buddha,Wardha,Wardha,7647,Serviced Apartment,"Breakfast, Bar, Garden"
"Garcia, Peterson and Mendez Hotel",Rukum East,Rukum East,8641,Cabin,"Bar, Security, Conference Room"
Fields PLC Hotel,Pyuthan,Pyuthan,7301,Homestay,"Swimming Pool, Tea/Coffee Maker, Bar"
Hotel Everest View,Nuwakot,Nuwakot,1722,Lodge,"Security, Swimming Pool, Room ServiceFamily Rooms"
Harrell LLC Hotel,Kailali,Kailali,5149,Cabin,"Tea/Coffee Maker, Laundry Service, Security"
Tucker-Marks Hotel,Rolpa,Rolpa,2609,Homestay,"Swimming Pool, WiFi, Bar"
"Moreno, Allen and Long Hotel",Gorkha,Gorkha,3299,Guest House,"Air Conditioning, Parking, Conference Room"
Lumbini Heritage Hotel,Myagdi,Myagdi,7993,Homestay,"Parking, WiFi, Air Conditioning"
Barnes Ltd Hotel,Lalitpur,Lalitpur,6256,Serviced Apartment,"Resturant, Breakfast, Security"
Annapurna Guest House,Saptari,Saptari,7776,Homestay,"Breakfast, Tea/Coffee Maker, Bar"
Mercado-Hall Hotel,Manang,Manang,9790,Boutique Hotel,"Bar, Parking, Laundry Service"
Himalayan Retreat,Rupandehi,Rupandehi,7603,Motel,"Tea/Coffee Maker, Swimming Pool, Breakfast"
"Johnson, Jenkins and Brooks Hotel",Okhaldhunga,Okhaldhunga,7739,Serviced Apartment,"Breakfast, Air Conditioning, Conference Room"
Kathmandu Garden Inn,Darchula,Darchula,8796,Lodge,"Resturant, Television, Security"
Mountain Sunrise Resort,Dhading,Dhading,1558,Resort,"Laundry Service, Tea/Coffee Maker, Swimming Pool"
"Cabrera, Mills and Sexton Hotel",Sindhupalchok,Sindhupalchok,8846,Guest House,"Parking, Air Conditioning, Garden"
Sanchez Ltd Hotel,Rolpa,Rolpa,6886,Boutique Hotel,"Laundry Service, Air Conditioning, Security"
"Todd, Jackson and Schneider Hotel",Bhojpur,Bhojpur,8198,Bed and Breakfast,"Garden, Room ServiceFamily Rooms, Laundry Service"
Hotel Buddha,Achham,Achham,4311,Motel,"Resturant, Garden, Television"
Nepal Comfort Stay,Taplejung,Taplejung,1819,Guest House,"Tea/Coffee Maker, Parking, Breakfast"
The Yak Lodge,Palpa,Palpa,4067,Villa,"Swimming Pool, Breakfast, Hot Water"
Benson-Ingram Hotel,Gulmi,Gulmi,7735,Villa,"Laundry Service, Conference Room, Hot Water"
Annapurna Guest House,Kavrepalanchok,Kavrepalanchok,4081,Boutique Hotel,"Security, Room ServiceFamily Rooms, Breakfast"
Wilkinson-Turner Hotel,Kalikot,Kalikot,7936,Resort,"Conference Room, Resturant, Garden"
Rogers-Aguilar Hotel,Mahottari,Mahottari,2720,Mountain Lodge,"Tea/Coffee Maker, Resturant, Security"
Griffith PLC Hotel,Kapilvastu,Kapilvastu,3399,Homestay,"Bar, Security, Tea/Coffee Maker"
Himalayan Retreat,Dadeldhura,Dadeldhura,9911,Mountain Lodge,"Breakfast, Bar, Resturant"
Annapurna Guest House,Kanchanpur,Kanchanpur,4159,Bed and Breakfast,"Breakfast, Parking, Hot Water"
Stewart and Sons Hotel,Solukhumbu,Solukhumbu,1259,Cabin,"Air Conditioning, Garden, Television"
Stupa View Inn,Dailekh,Dailekh,1715,Lodge,"Conference Room, Parking, Breakfast"
Namaste Homestay,Ilam,Ilam,4325,Hostel,"Television, WiFi, Conference Room"
Everest Base Camp Lodge,Siraha,Siraha,7216,Lodge,"Breakfast, WiFi, Security"
Morrison Group Hotel,Jajarkot,Jajarkot,9588,Villa,"Swimming Pool, Room ServiceFamily Rooms, Laundry Service"
