From,To,TransportMode,TravelTime_hr,TravelCost_NPR
Taudaha Lake,Kapuche Glacier Lake,Bus,6.7,1421
Taudaha Lake,Tatopani,Taxi,5.2,3184
Taudaha Lake,Boudhanath Stupa,Jeep,4.6,2315
Taudaha Lake,Rukumkot,Taxi,4.6,2497
Taudaha Lake,Makalu Base Camp,Bus,8.1,1848
Taudaha Lake,Hetauda Martyrs Park,Bus,6.0,1497
Taudaha Lake,Balmiki Ashram,Bus,6.3,1511
Taudaha Lake,Salpa Pokhari,Bus,7.1,1628
Taudaha Lake,Chhintang,Bus,8.0,1738
Taudaha Lake,Bhairahawa Buddha Park,Bus,4.1,1111
Taudaha Lake,Barpak,Flight,1.3,3473
Taudaha Lake,Gorkha Museum,Jeep,7.0,2860
Taudaha Lake,Dhulikhel View Tower,Taxi,3.4,2084
Taudaha Lake,Pashupatinath Temple,Jeep,8.9,4758
Taudaha Lake,Api Base Camp,Bus,4.7,1104
Taudaha Lake,Trishuli River View,Flight,0.5,1003
Taudaha Lake,Soti Khola,Jeep,6.0,3198
Taudaha Lake,Bindabasini Temple (Bandipur),Bus,9.0,1955
Taudaha Lake,Sailung Danda,Bus,8.1,1642
Taudaha Lake,Chepang Hill Trail,Taxi,4.1,2852
Taudaha Lake,Mallaj,Jeep,7.4,4478
Taudaha Lake,Barpak Village,Taxi,6.9,4550
Taudaha Lake,Lete,Taxi,5.2,2932
Taudaha Lake,Sundarijal,Flight,1.7,5693
Taudaha Lake,Triveni Dham,Jeep,3.7,1507
Taudaha Lake,Koshi Tappu Wildlife Reserve,Bus,8.8,1813
Taudaha Lake,Nyatapola Temple,Bus,5.0,1321
Taudaha Lake,Antu Danda,Bus,5.8,1518
Taudaha Lake,Khokana,Jeep,6.3,3556
Taudaha Lake,Badimalika Temple,Flight,0.9,3431
Taudaha Lake,Diktel Bazaar,Taxi,7.3,5801
Taudaha Lake,Bhairabi Temple,Jeep,5.6,3331
Taudaha Lake,Lumbini - Birthplace of Buddha,Flight,0.7,1424
Taudaha Lake,Saipal Base Camp,Bus,9.3,2553
Taudaha Lake,Tsho Rolpa Lake,Flight,1.0,2656
Taudaha Lake,Rupa Lake,Bus,5.5,1187
Taudaha Lake,Bandipur,Bus,8.6,1801
Taudaha Lake,Dhorpatan Valley,Bus,4.8,988
Taudaha Lake,Kushma Cliff Bridge,Bus,7.1,1914
Taudaha Lake,Naag Pokhari,Bus,6.1,1415
Taudaha Lake,Chitwan National Park,Bus,7.7,2004
Taudaha Lake,Budhi Gandaki Valley,Jeep,3.2,2167
Taudaha Lake,Elephant Breeding Center,Bus,4.3,1067
Taudaha Lake,Lwang Ghalel Village,Jeep,3.4,1589
Taudaha Lake,Shree Antu Sunrise Point,Bus,9.4,2700
Taudaha Lake,Baundeshwor Cave,Taxi,3.3,1781
Taudaha Lake,Rupa Tal,Jeep,7.5,3962
Taudaha Lake,Kulekhani Reservoir,Bus,8.0,1941
Taudaha Lake,Chandragiri Hills,Bus,9.0,2512
Taudaha Lake,Siddha Gufa,Taxi,5.7,3194
Taudaha Lake,Dattatreya Temple,Flight,1.4,5357
Taudaha Lake,Aathbish Danda,Jeep,6.1,4054
Taudaha Lake,Rangeli,Jeep,4.3,2109
Taudaha Lake,Kalinchowk,Bus,7.2,1545
Taudaha Lake,Panauti,Bus,6.5,1623
Taudaha Lake,Patan Durbar Square,Bus,8.3,2020
Taudaha Lake,Lo Manthang,Bus,9.6,1925
Taudaha Lake,Champadevi Hill,Bus,7.5,1617
Taudaha Lake,Pulchowki Hill,Bus,6.6,1333
Taudaha Lake,Muktinath Temple,Taxi,3.3,2590
Taudaha Lake,Manaslu Base Camp,Taxi,5.1,3815
Taudaha Lake,Dharan Clock Tower,Taxi,7.2,5388
Taudaha Lake,Tansen Bazaar,Bus,8.3,1741
Taudaha Lake,Syarpu Lake,Bus,5.1,1497
Taudaha Lake,Ranighat Palace,Bus,6.7,1740
Taudaha Lake,Siddhi Binayak,Jeep,3.4,2349
Taudaha Lake,Deurali Gumba,Flight,0.7,2655
Taudaha Lake,Bageshwori Temple,Taxi,5.4,3381
Taudaha Lake,Resunga,Flight,0.2,521
Taudaha Lake,Tamang Heritage Trail,Bus,7.7,2222
Taudaha Lake,Ram Mandir,Bus,7.1,1499
Taudaha Lake,Bhaktapur Durbar Square,Bus,9.3,2432
Taudaha Lake,Bardia National Park,Jeep,5.3,2508
Taudaha Lake,Bhairav Kunda,Flight,1.1,3428
Taudaha Lake,Gupteshwor Cave,Bus,9.0,2046
Taudaha Lake,Bindhyabasini Temple,Bus,10.0,2482
Taudaha Lake,Dakshinkali Temple,Taxi,3.4,2372
Taudaha Lake,Bhojpur Bazaar,Jeep,7.7,4734
Taudaha Lake,Khaptad National Park,Bus,5.7,1398
Taudaha Lake,Palung Valley,Bus,4.7,1317
Taudaha Lake,Sirubari,Bus,8.3,2341
Taudaha Lake,Phulchowki Botanical Garden,Jeep,3.7,1802
Taudaha Lake,Numbur Cheese Circuit,Jeep,8.0,4771
Taudaha Lake,Dhorpatan Hunting Reserve,Bus,5.5,1369
Taudaha Lake,Charikot,Bus,4.8,1380
Taudaha Lake,Siruwa Pokhari,Bus,7.7,1843
Taudaha Lake,Tatopani Hot Spring,Bus,9.0,2442
Taudaha Lake,Piple Hill,Bus,7.5,1768
Taudaha Lake,Kali Gandaki Gorge,Taxi,3.6,2383
Taudaha Lake,Tilicho Lake,Taxi,6.9,4518
Taudaha Lake,Bhanbhane Pokhari,Jeep,4.0,2059
Taudaha Lake,Simbuwa Khola Valley,Taxi,6.2,4939
Taudaha Lake,Langtang National Park,Bus,8.2,2228
Taudaha Lake,Kangchenjunga Base Camp,Taxi,5.5,3191
Taudaha Lake,Bhotekoshi Bungee Jump,Flight,1.7,4598
Taudaha Lake,Bhujung Village,Bus,7.2,1886
Taudaha Lake,Manakamana Temple,Bus,6.9,1535
Taudaha Lake,Sandakpur,Bus,9.0,2333
Taudaha Lake,Shuklaphanta National Park,Taxi,3.9,3113
Taudaha Lake,Chobhar Gorge,Taxi,5.9,4001
Taudaha Lake,Belbari Forest,Bus,9.2,2187
Taudaha Lake,Tengboche Monastery,Taxi,4.3,2608
Taudaha Lake,Namche Bazaar,Bus,5.3,1162
Taudaha Lake,Ruru Kshetra,Bus,5.8,1668
Taudaha Lake,Chhahara Waterfall,Flight,1.1,4391
Taudaha Lake,Maya Devi Temple,Bus,8.0,2106
Taudaha Lake,Bhedetar View Tower,Bus,7.5,1698
Taudaha Lake,Davis Falls,Bus,8.9,1814
Taudaha Lake,Salyan Khalanga,Bus,6.8,1956
Taudaha Lake,Hanuman Dhoka,Jeep,3.5,1753
Taudaha Lake,Khandadevi Temple,Bus,6.8,1472
Taudaha Lake,Khopra Danda,Taxi,4.5,3278
Taudaha Lake,Garden of Dreams,Bus,8.3,2076
Taudaha Lake,Siddha Cave,Bus,9.8,2704
Taudaha Lake,Kanyam Tea Garden,Bus,8.5,1945
Taudaha Lake,Kamalbari Lake,Bus,6.0,1342
Taudaha Lake,Thakurdwara,Bus,5.6,1326
Taudaha Lake,Phewa Lake,Bus,4.4,1009
Taudaha Lake,Kapilvastu Ruins,Jeep,7.7,4496
Taudaha Lake,Ringmo Village,Taxi,8.1,4245
Taudaha Lake,Nuwakot Trishuli Dam,Bus,9.7,2605
Taudaha Lake,Nepalgunj,Bus,9.6,2708
Taudaha Lake,Gahawa Mai Temple,Bus,5.1,1219
Taudaha Lake,Namobuddha,Jeep,6.7,4677
Taudaha Lake,Panchakanya Hill,Taxi,8.0,6350
Taudaha Lake,Tsum Valley,Bus,5.1,1484
Taudaha Lake,Nagi Village,Jeep,6.9,2801
Taudaha Lake,Pakuwal Lake,Taxi,7.4,4389
Taudaha Lake,Gaurishankar Conservation Area,Bus,6.9,1826
Taudaha Lake,Narchyang Waterfall,Bus,9.0,1932
Taudaha Lake,Swargadwari,Taxi,6.4,4515
Taudaha Lake,Ramaroshan Wetland,Taxi,4.1,3129
Taudaha Lake,Gosaikunda,Bus,7.8,2177
Taudaha Lake,Rani Pokhari,Jeep,4.5,3038
Taudaha Lake,Begnas Lake,Jeep,7.9,4795
Taudaha Lake,Seti River Gorge,Bus,3.8,928
Taudaha Lake,Nagarjun Forest,Jeep,6.0,3478
Taudaha Lake,Banskharka Orange Farm,Bus,7.9,1875
Taudaha Lake,Kharpunath,Flight,1.6,4785
Ram Mandir,Tila River Valley,Bus,6.4,1847
Ram Mandir,Koshi Barrage,Bus,5.4,1561
Ram Mandir,Chhimkeshwori Hill,Bus,9.0,2436
Ram Mandir,Arun Valley,Bus,5.5,1519
Ram Mandir,Chhimkeshwori,Bus,8.5,1768
Ram Mandir,Musikot,Jeep,6.5,3756
Ram Mandir,Panchthar Tea Garden,Bus,5.9,1350
Ram Mandir,Mohare Danda,Bus,5.2,1519
Ram Mandir,Tribeni Dham,Bus,8.0,2167
Ram Mandir,Dhaulagiri Base Camp,Bus,5.3,1222
Ram Mandir,Swayambhunath Stupa,Bus,6.2,1454
Ram Mandir,Shivapuri Nagarjun National Park,Taxi,6.9,4603
Ram Mandir,Chainpur Bazaar,Bus,6.3,1863
Ram Mandir,Lamjung Himal Base Camp,Flight,0.4,896
Ram Mandir,Jalbire Waterfall,Bus,7.0,1545
Ram Mandir,Rani Mahal,Bus,6.0,1336
Ram Mandir,Kakrebihar,Bus,7.5,2167
Ram Mandir,Silichho Peak,Bus,9.4,2769
Ram Mandir,Khaireni Hill,Taxi,7.3,3759
Ram Mandir,Panchase Hill,Bus,8.5,2430
Ram Mandir,Jomsom,Taxi,5.8,4612
Ram Mandir,Okhaldhunga Memorial Park,Flight,0.7,1741
Ram Mandir,Baglung Kalika Temple,Bus,8.9,2411
Ram Mandir,Maipokhari,Flight,0.8,3074
Ram Mandir,Ramdhuni Mandir,Jeep,7.1,4485
Ram Mandir,Bhedetar Zipline,Bus,8.5,1939
Ram Mandir,Thabang Village,Bus,7.5,1592
Ram Mandir,Ridi Bazaar,Bus,9.3,2361
Ram Mandir,Kagbeni,Bus,8.3,2189
Ram Mandir,Khaptad Baba Ashram,Bus,4.0,969
Ram Mandir,Simikot,Bus,8.2,2047
Ram Mandir,Rara Lake,Bus,6.9,1876
Ram Mandir,Badhaiya Tal,Bus,8.6,2032
Ram Mandir,Rishikesh Complex (Devghat),Jeep,9.2,5382
Ram Mandir,Ghodepani,Taxi,6.4,4069
Ram Mandir,Chandannath Temple,Flight,0.4,841
Ram Mandir,Bishazari Tal,Bus,9.9,2657
Ram Mandir,Hanuman Temple,Jeep,7.8,5230
Ram Mandir,International Mountain Museum,Jeep,4.1,2643
Ram Mandir,Madan Ashrit Memorial Park,Bus,7.0,2015
Ram Mandir,Mahaboudha Temple,Bus,4.3,1022
Ram Mandir,Tindhare Waterfall,Bus,8.8,2185
Ram Mandir,Rolpa Martyrs Trail,Flight,0.7,1827
Ram Mandir,Bajura Budhinanda Lake,Bus,10.2,2337
Ram Mandir,Tallo Dungeshwor,Bus,6.2,1799
Ram Mandir,Tharu Village,Jeep,5.4,2995
Ram Mandir,Patal Bhuvaneshwor Cave,Bus,7.2,1885
Ram Mandir,Everest Base Camp,Bus,6.1,1428
Ram Mandir,Ghale Gaun,Bus,8.1,2380
Ram Mandir,Sarangkot,Taxi,7.6,4829
Ram Mandir,Dudh Kunda,Flight,1.2,3558
Ram Mandir,Chhanwa Gumba,Bus,5.1,1393
Ram Mandir,Nuwakot Palace Complex,Bus,7.6,1874
Ram Mandir,Hiranya Varna Mahavihar,Bus,6.2,1799
Ram Mandir,Sailung,Bus,8.1,1835
Ram Mandir,Jaleshwor Mahadev Temple,Jeep,3.9,2521
Ram Mandir,Pakhure Pokhari,Bus,6.1,1443
Ram Mandir,Janaki Mandir,Bus,7.8,1575
Ram Mandir,Ghodaghodi Lake,Jeep,4.0,2383
Ram Mandir,Maula Kalika Temple,Bus,8.4,1707
Ram Mandir,Laprak,Bus,7.6,1760
Ram Mandir,Simraungadh Ruins,Bus,9.8,2105
Ram Mandir,Panch Pokhari,Jeep,8.3,4414
Ram Mandir,Pathibhara Devi Temple,Flight,0.6,1451
Ram Mandir,Dodhara Chandani Bridge,Bus,7.3,1573
Ram Mandir,Baraha Kshetra,Jeep,6.1,3653
Ram Mandir,Baraha Pokhari,Jeep,6.4,3346
Ram Mandir,Sisne Himal,Taxi,6.5,3506
Ram Mandir,Gokyo Lakes,Bus,8.3,2407
Ram Mandir,Daunne Hill,Bus,5.0,1245
Ram Mandir,Birgunj Clock Tower,Bus,7.2,1496
Ram Mandir,Shey Phoksundo Lake,Flight,1.0,3140
Ram Mandir,Gorkha Durbar,Bus,5.7,1627
Ram Mandir,Temke Dada,Bus,10.2,2281
Ram Mandir,Bhimsen Temple,Bus,7.2,1441
Ram Mandir,Guerrilla Trek,Bus,5.5,1200
Ram Mandir,Bungamati Village,Bus,6.6,1888
Ram Mandir,Poon Hill,Jeep,7.5,5151
Ram Mandir,Chamunda Temple,Bus,5.8,1258
Ram Mandir,Sitalpati Market,Bus,7.4,1853
Ram Mandir,Ashoka Pillar,Taxi,7.6,4508
Ram Mandir,World Peace Pagoda,Bus,8.3,1908
Ram Mandir,Kapuche Glacier Lake,Bus,6.7,1617
Ram Mandir,Tatopani,Flight,0.5,1914
Ram Mandir,Boudhanath Stupa,Jeep,5.4,2779
Ram Mandir,Rukumkot,Jeep,4.9,2151
Ram Mandir,Makalu Base Camp,Bus,7.2,1986
Ram Mandir,Hetauda Martyrs Park,Bus,7.9,1895
Ram Mandir,Balmiki Ashram,Bus,6.7,1964
Ram Mandir,Salpa Pokhari,Bus,10.1,2195
Ram Mandir,Chhintang,Bus,6.2,1376
Ram Mandir,Bhairahawa Buddha Park,Bus,9.0,2016
Ram Mandir,Barpak,Jeep,5.3,3553
Ram Mandir,Gorkha Museum,Jeep,8.3,5172
Ram Mandir,Dhulikhel View Tower,Flight,1.3,4076
Ram Mandir,Pashupatinath Temple,Bus,5.4,1451
Ram Mandir,Api Base Camp,Flight,1.1,2498
Ram Mandir,Trishuli River View,Flight,1.8,5061
Ram Mandir,Soti Khola,Jeep,6.0,3532
Ram Mandir,Bindabasini Temple (Bandipur),Bus,8.4,2442
Ram Mandir,Sailung Danda,Jeep,4.4,2565
Ram Mandir,Chepang Hill Trail,Taxi,4.2,2927
Ram Mandir,Mallaj,Bus,5.0,1142
Ram Mandir,Barpak Village,Jeep,6.2,2955
Ram Mandir,Lete,Bus,6.6,1578
Ram Mandir,Sundarijal,Bus,9.5,2187
Ram Mandir,Triveni Dham,Taxi,8.3,5948
Ram Mandir,Koshi Tappu Wildlife Reserve,Bus,7.3,1502
Ram Mandir,Nyatapola Temple,Flight,1.1,3646
Ram Mandir,Antu Danda,Jeep,3.3,1800
Ram Mandir,Khokana,Bus,4.3,968
Ram Mandir,Badimalika Temple,Jeep,8.6,5394
Ram Mandir,Diktel Bazaar,Bus,4.6,1320
Ram Mandir,Bhairabi Temple,Bus,8.1,2022
Ram Mandir,Lumbini - Birthplace of Buddha,Jeep,5.3,3358
Ram Mandir,Saipal Base Camp,Bus,9.3,1902
Ram Mandir,Tsho Rolpa Lake,Bus,6.4,1298
Ram Mandir,Rupa Lake,Bus,6.6,1850
Ram Mandir,Bandipur,Bus,8.1,1878
Ram Mandir,Dhorpatan Valley,Bus,9.7,2732
Ram Mandir,Kushma Cliff Bridge,Bus,6.4,1484
Ram Mandir,Naag Pokhari,Jeep,4.4,2445
Ram Mandir,Chitwan National Park,Bus,8.2,1660
Ram Mandir,Budhi Gandaki Valley,Taxi,3.8,2950
Ram Mandir,Elephant Breeding Center,Flight,1.2,4376
Ram Mandir,Lwang Ghalel Village,Flight,0.4,1112
Ram Mandir,Shree Antu Sunrise Point,Jeep,7.2,3741
Ram Mandir,Baundeshwor Cave,Taxi,5.6,3727
Ram Mandir,Rupa Tal,Jeep,7.0,3599
Ram Mandir,Kulekhani Reservoir,Bus,10.0,2775
Ram Mandir,Chandragiri Hills,Bus,4.4,1204
Ram Mandir,Siddha Gufa,Jeep,3.3,1892
Ram Mandir,Dattatreya Temple,Bus,7.5,1752
Ram Mandir,Aathbish Danda,Bus,4.6,1021
Ram Mandir,Rangeli,Taxi,5.7,4326
Ram Mandir,Kalinchowk,Taxi,5.8,3220
Ram Mandir,Panauti,Flight,0.8,2902
Ram Mandir,Patan Durbar Square,Jeep,7.0,2855
Ram Mandir,Lo Manthang,Taxi,7.8,5873
Ram Mandir,Champadevi Hill,Bus,4.2,1014
Ram Mandir,Pulchowki Hill,Bus,4.8,1125
Ram Mandir,Muktinath Temple,Flight,0.8,2080
Ram Mandir,Manaslu Base Camp,Jeep,3.3,1574
Ram Mandir,Dharan Clock Tower,Flight,1.4,3091
Ram Mandir,Tansen Bazaar,Taxi,6.2,4468
Ram Mandir,Syarpu Lake,Flight,1.6,3230
Ram Mandir,Ranighat Palace,Taxi,5.3,2687
Ram Mandir,Siddhi Binayak,Bus,6.5,1732
Ram Mandir,Deurali Gumba,Jeep,4.0,1742
Ram Mandir,Bageshwori Temple,Bus,5.6,1666
Ram Mandir,Resunga,Bus,8.8,2568
Ram Mandir,Tamang Heritage Trail,Jeep,7.1,2974
Ram Mandir,Taudaha Lake,Taxi,5.6,2817
Ram Mandir,Bhaktapur Durbar Square,Taxi,5.3,3960
Ram Mandir,Bardia National Park,Jeep,8.7,4512
Ram Mandir,Bhairav Kunda,Taxi,6.1,3916
Ram Mandir,Gupteshwor Cave,Bus,7.3,1992
Ram Mandir,Bindhyabasini Temple,Taxi,4.6,2438
Ram Mandir,Dakshinkali Temple,Bus,6.0,1576
Ram Mandir,Bhojpur Bazaar,Taxi,3.7,2738
Ram Mandir,Khaptad National Park,Bus,6.8,1784
Ram Mandir,Palung Valley,Bus,7.9,2034
Ram Mandir,Sirubari,Bus,9.5,2337
Ram Mandir,Phulchowki Botanical Garden,Bus,7.0,1467
Ram Mandir,Numbur Cheese Circuit,Taxi,4.9,2532
Ram Mandir,Dhorpatan Hunting Reserve,Bus,4.2,1139
Ram Mandir,Charikot,Taxi,4.4,2678
Ram Mandir,Siruwa Pokhari,Flight,1.2,4782
Ram Mandir,Tatopani Hot Spring,Bus,6.8,1875
Ram Mandir,Piple Hill,Jeep,6.3,3892
Ram Mandir,Kali Gandaki Gorge,Bus,4.3,1288
Ram Mandir,Tilicho Lake,Bus,5.4,1550
Ram Mandir,Bhanbhane Pokhari,Taxi,3.5,2206
Ram Mandir,Simbuwa Khola Valley,Taxi,5.3,2916
Ram Mandir,Langtang National Park,Bus,6.9,1517
Ram Mandir,Kangchenjunga Base Camp,Bus,8.2,2015
Ram Mandir,Bhotekoshi Bungee Jump,Bus,4.3,1057
Ram Mandir,Bhujung Village,Bus,7.0,1988
Ram Mandir,Manakamana Temple,Jeep,7.2,4141
Ram Mandir,Sandakpur,Bus,9.6,2520
Ram Mandir,Shuklaphanta National Park,Jeep,5.4,3441
Ram Mandir,Chobhar Gorge,Flight,0.2,620
Ram Mandir,Belbari Forest,Bus,4.9,1094
Ram Mandir,Tengboche Monastery,Bus,8.3,2337
Ram Mandir,Namche Bazaar,Flight,0.6,2190
Ram Mandir,Ruru Kshetra,Taxi,7.1,4234
Ram Mandir,Chhahara Waterfall,Taxi,4.6,3670
Ram Mandir,Maya Devi Temple,Taxi,7.0,3677
Ram Mandir,Bhedetar View Tower,Taxi,5.8,3498
Ram Mandir,Davis Falls,Taxi,3.3,2578
Ram Mandir,Salyan Khalanga,Jeep,7.8,3843
Ram Mandir,Hanuman Dhoka,Bus,6.0,1762
Ram Mandir,Khandadevi Temple,Bus,4.4,1060
Ram Mandir,Khopra Danda,Taxi,4.8,3527
Ram Mandir,Garden of Dreams,Flight,1.2,4716
Ram Mandir,Siddha Cave,Bus,6.1,1754
Ram Mandir,Kanyam Tea Garden,Jeep,3.6,1614
Ram Mandir,Kamalbari Lake,Bus,8.9,2022
Ram Mandir,Thakurdwara,Bus,4.4,886
Ram Mandir,Phewa Lake,Bus,7.0,1836
Ram Mandir,Kapilvastu Ruins,Bus,7.7,1863
Ram Mandir,Ringmo Village,Bus,9.2,2649
Ram Mandir,Nuwakot Trishuli Dam,Bus,9.5,2741
Ram Mandir,Nepalgunj,Bus,7.4,1717
Ram Mandir,Gahawa Mai Temple,Bus,9.5,2820
Ram Mandir,Namobuddha,Bus,9.2,2161
Ram Mandir,Panchakanya Hill,Jeep,2.6,1737
Ram Mandir,Tsum Valley,Bus,9.5,2261
Ram Mandir,Nagi Village,Jeep,6.6,3149
Ram Mandir,Pakuwal Lake,Bus,6.1,1620
Ram Mandir,Gaurishankar Conservation Area,Taxi,3.5,1958
Ram Mandir,Narchyang Waterfall,Flight,1.3,2642
Ram Mandir,Swargadwari,Flight,1.5,5623
Ram Mandir,Ramaroshan Wetland,Jeep,7.7,4533
Ram Mandir,Gosaikunda,Taxi,6.0,4237
Ram Mandir,Rani Pokhari,Taxi,4.5,2713
Ram Mandir,Begnas Lake,Taxi,7.5,3982
Ram Mandir,Seti River Gorge,Bus,8.1,1844
Ram Mandir,Nagarjun Forest,Bus,8.3,1792
Ram Mandir,Banskharka Orange Farm,Flight,0.7,2467
Ram Mandir,Kharpunath,Jeep,4.7,2433
Bhaktapur Durbar Square,Tila River Valley,Jeep,4.4,2090
Bhaktapur Durbar Square,Koshi Barrage,Bus,8.5,2046
Bhaktapur Durbar Square,Chhimkeshwori Hill,Taxi,3.8,2920
Bhaktapur Durbar Square,Arun Valley,Bus,9.7,2192
Bhaktapur Durbar Square,Chhimkeshwori,Jeep,8.1,5384
Bhaktapur Durbar Square,Musikot,Jeep,8.3,4338
Bhaktapur Durbar Square,Panchthar Tea Garden,Bus,8.0,1627
Bhaktapur Durbar Square,Mohare Danda,Jeep,6.9,4316
Bhaktapur Durbar Square,Tribeni Dham,Jeep,6.4,3366
Bhaktapur Durbar Square,Dhaulagiri Base Camp,Taxi,4.5,2954
Bhaktapur Durbar Square,Swayambhunath Stupa,Jeep,7.0,3329
Bhaktapur Durbar Square,Shivapuri Nagarjun National Park,Bus,7.0,2054
Bhaktapur Durbar Square,Chainpur Bazaar,Jeep,7.4,3938
Bhaktapur Durbar Square,Lamjung Himal Base Camp,Taxi,3.9,2309
Bhaktapur Durbar Square,Jalbire Waterfall,Flight,1.8,4102
Bhaktapur Durbar Square,Rani Mahal,Bus,9.4,2176
Bhaktapur Durbar Square,Kakrebihar,Bus,5.9,1348
Bhaktapur Durbar Square,Silichho Peak,Jeep,3.1,1511
Bhaktapur Durbar Square,Khaireni Hill,Taxi,2.8,1941
Bhaktapur Durbar Square,Panchase Hill,Bus,7.2,1698
Bhaktapur Durbar Square,Jomsom,Bus,3.6,888
Bhaktapur Durbar Square,Okhaldhunga Memorial Park,Flight,1.1,2821
Bhaktapur Durbar Square,Baglung Kalika Temple,Jeep,6.6,4399
Bhaktapur Durbar Square,Maipokhari,Bus,6.3,1770
Bhaktapur Durbar Square,Ramdhuni Mandir,Bus,7.0,1491
Bhaktapur Durbar Square,Bhedetar Zipline,Bus,7.9,1988
Bhaktapur Durbar Square,Thabang Village,Bus,4.5,1028
Bhaktapur Durbar Square,Ridi Bazaar,Jeep,7.7,4127
Bhaktapur Durbar Square,Kagbeni,Bus,6.9,1908
Bhaktapur Durbar Square,Khaptad Baba Ashram,Bus,9.8,2862
Bhaktapur Durbar Square,Simikot,Bus,4.6,1291
Bhaktapur Durbar Square,Rara Lake,Jeep,6.2,3572
Bhaktapur Durbar Square,Badhaiya Tal,Bus,6.2,1855
Bhaktapur Durbar Square,Rishikesh Complex (Devghat),Taxi,4.1,2634
Bhaktapur Durbar Square,Ghodepani,Bus,4.0,1144
Bhaktapur Durbar Square,Chandannath Temple,Taxi,5.1,3067
Bhaktapur Durbar Square,Bishazari Tal,Bus,6.4,1350
Bhaktapur Durbar Square,Hanuman Temple,Taxi,6.7,3670
Bhaktapur Durbar Square,International Mountain Museum,Taxi,6.3,4742
Bhaktapur Durbar Square,Madan Ashrit Memorial Park,Taxi,7.7,4005
Bhaktapur Durbar Square,Mahaboudha Temple,Bus,4.4,944
Bhaktapur Durbar Square,Tindhare Waterfall,Taxi,4.7,3535
Bhaktapur Durbar Square,Rolpa Martyrs Trail,Taxi,7.3,4398
Bhaktapur Durbar Square,Bajura Budhinanda Lake,Jeep,7.1,4925
Bhaktapur Durbar Square,Tallo Dungeshwor,Jeep,4.7,3281
Bhaktapur Durbar Square,Tharu Village,Bus,9.7,2578
Bhaktapur Durbar Square,Patal Bhuvaneshwor Cave,Bus,9.1,2304
Bhaktapur Durbar Square,Everest Base Camp,Jeep,4.6,2780
Bhaktapur Durbar Square,Ghale Gaun,Bus,10.1,2491
Bhaktapur Durbar Square,Sarangkot,Bus,8.5,1929
Bhaktapur Durbar Square,Dudh Kunda,Bus,4.3,1193
Bhaktapur Durbar Square,Chhanwa Gumba,Bus,5.4,1148
Bhaktapur Durbar Square,Nuwakot Palace Complex,Bus,4.4,1296
Bhaktapur Durbar Square,Hiranya Varna Mahavihar,Taxi,4.2,2652
Bhaktapur Durbar Square,Sailung,Bus,6.9,1911
Bhaktapur Durbar Square,Jaleshwor Mahadev Temple,Bus,7.5,1600
Bhaktapur Durbar Square,Pakhure Pokhari,Bus,5.4,1595
Bhaktapur Durbar Square,Janaki Mandir,Bus,4.1,899
Bhaktapur Durbar Square,Ghodaghodi Lake,Jeep,5.0,2976
Bhaktapur Durbar Square,Maula Kalika Temple,Taxi,4.1,3015
Bhaktapur Durbar Square,Laprak,Bus,8.5,2333
Bhaktapur Durbar Square,Simraungadh Ruins,Bus,6.8,1939
Bhaktapur Durbar Square,Panch Pokhari,Bus,7.0,1559
Bhaktapur Durbar Square,Pathibhara Devi Temple,Flight,1.1,3943
Bhaktapur Durbar Square,Dodhara Chandani Bridge,Bus,4.8,1136
Bhaktapur Durbar Square,Baraha Kshetra,Jeep,6.5,3876
Bhaktapur Durbar Square,Baraha Pokhari,Bus,7.9,1865
Bhaktapur Durbar Square,Sisne Himal,Jeep,3.4,2004
Bhaktapur Durbar Square,Gokyo Lakes,Taxi,5.7,4489
Bhaktapur Durbar Square,Daunne Hill,Bus,5.1,1425
Bhaktapur Durbar Square,Birgunj Clock Tower,Taxi,5.7,3675
Bhaktapur Durbar Square,Shey Phoksundo Lake,Taxi,7.0,4887
Bhaktapur Durbar Square,Gorkha Durbar,Bus,4.8,1179
Bhaktapur Durbar Square,Temke Dada,Flight,0.7,2521
Bhaktapur Durbar Square,Bhimsen Temple,Jeep,5.5,3277
Bhaktapur Durbar Square,Guerrilla Trek,Jeep,9.0,4846
Bhaktapur Durbar Square,Bungamati Village,Jeep,2.8,1374
Bhaktapur Durbar Square,Poon Hill,Taxi,5.1,3023
Bhaktapur Durbar Square,Chamunda Temple,Taxi,4.0,3016
Bhaktapur Durbar Square,Sitalpati Market,Bus,6.6,1883
Bhaktapur Durbar Square,Ashoka Pillar,Jeep,5.0,2759
Bhaktapur Durbar Square,World Peace Pagoda,Bus,6.0,1718
Bhaktapur Durbar Square,Kapuche Glacier Lake,Bus,6.9,1962
Bhaktapur Durbar Square,Tatopani,Jeep,8.9,4943
Bhaktapur Durbar Square,Boudhanath Stupa,Bus,10.0,2244
Bhaktapur Durbar Square,Rukumkot,Bus,7.0,1459
Bhaktapur Durbar Square,Makalu Base Camp,Bus,6.1,1340
Bhaktapur Durbar Square,Hetauda Martyrs Park,Bus,4.7,1340
Bhaktapur Durbar Square,Balmiki Ashram,Bus,5.0,1458
Bhaktapur Durbar Square,Salpa Pokhari,Bus,6.5,1484
Bhaktapur Durbar Square,Chhintang,Jeep,9.0,5811
Bhaktapur Durbar Square,Bhairahawa Buddha Park,Bus,5.6,1673
Bhaktapur Durbar Square,Barpak,Taxi,3.1,2298
